ID;amount;name;surname;fullname;email;active
766;127.282;Kristine;Currin;Sandy Underwood;geraldine@meadows.mo;true
767;194.069;Marvin;Hayes;Toni Simmons;martin@rao.nl;true
768;180.312;Peter;Stephens;Penny Thompson;lois@marsh.ky;true
769;191.974;Gladys;Baker;Holly Coble;eugene@singer.ht;true
770;150.065;Kent;James;Jill Bender;regina@hicks.ao;false
771;14.12;Derek;Bowden;Patricia Levin;jordan@ellis.ch;false
772;189.121;Wesley;Wallace;Nicholas Stark;bob@weeks.as;false
773;184.311;Alan;Denton;Emily Hayes;kristin@gay.dz;true
774;15.691;Eileen;Byrd;Justin Gibbons;christy@zimmerman.tz;true
775;122.951;Ethel;Kern;Jim Brandt;sheryl@abrams.fk;true
776;165.172;Lori;Bowling;Courtney Hobbs;maurice@stuart.bl;true
777;153.245;Judy;Kemp;Eugene McClure;annette@pearson.uy;true
778;110.961;Chris;Henderson;Ashley Daniels;kara@garcia.it;true
779;156.457;Joanne;Mangum;Leo Currin;louis@coble.bm;true
780;125.403;Warren;Diaz;Cynthia Daly;nathan@marsh.ch;true
781;16.942;Marianne;Sellers;Jennifer Willis;geraldine@jennings.de;true
782;199.411;Bradley;Chappell;Hazel Tyson;angela@mcmahon.na;false
783;122.709;Marilyn;Cline;Karen Clarke;paige@gill.ye;false
784;19.098;Vanessa;Stevenson;Nancy Kent;ben@underwood.mm;false
785;187.013;Diana;Gill;Gayle Garcia;eva@padgett.mg;false
786;101.942;Jose;Goldberg;Scott Gray;robert@bowers.aq;true
787;165.938;Renee;McCall;Dawn Hendricks;marvin@sharpe.nl;true
788;169.858;Arlene;Field;Lawrence Coley;jerome@chang.dk;false
789;113.758;Jason;Starr;Leah McLaughlin;mary@li.hr;false
790;137.701;Wesley;Underwood;Lucille Henry;milton@lehman.ls;false
791;198.988;Amanda;Watts;Randall Justice;tammy@carver.bg;true
792;123.847;Kathleen;Green;Lucille Sutton;jack@hess.no;false
793;19.369;Caroline;Hayes;Allison Chan;vivian@nash.fm;false
794;184.582;Guy;Lopez;Bernard Burnette;luis@sawyer.my;true
795;155.268;Leo;Greenberg;George Bolton;cathy@hatcher.mw;false
796;14.779;Sue;Walter;Peggy Riddle;valerie@mccall.tn;false
797;148.825;William;Park;Evan Sharma;molly@stuart.pm;true
798;135.705;Peter;Eason;Regina Weeks;gene@glover.ms;false
799;192.779;Katharine;Stephens;Eva Harrell;hannah@skinner.it;false
800;136.708;Cheryl;Harris;Vicki Thompson;penny@diaz.hm;false
801;177.824;Joyce;Fitzpatrick;Luis Cline;keith@swanson.ie;true
802;196.416;Vivian;Savage;Judy Stephens;grace@kirk.bn;false
803;102.633;Timothy;Byrne;Kimberly Ayers;steve@sanchez.me;true
804;161.411;Gail;Hardy;Karl McCall;dennis@cain.nc;false
805;108.454;Claire;Sutton;Jesse Boswell;jason@lamb.mm;true
806;101.997;Ashley;Sharpe;Samantha Cannon;melinda@melton.kz;false
807;174.208;Scott;Hardison;Faye Bowles;amanda@garrett.cd;true
808;117.108;Sara;Coley;Becky Hayes;vincent@hayes.nu;true
809;123.815;Bonnie;Honeycutt;Audrey Newton;jordan@love.tg;true
810;115.005;Frederick;Knight;Jessica Harmon;hazel@blackwell.nf;true
811;167.913;Kristen;Henson;Dwight Nixon;claude@olson.cr;false
812;162.882;Thomas;Mack;Anne Padgett;clarence@walters.nl;true
813;140.617;Allison;Sawyer;Bruce Hardy;neal@fisher.im;true
814;149.937;Raymond;Nixon;Carl Cain;jill@daniel.ec;true
815;103.441;Sheryl;Ford;Jackie Jones;craig@dunlap.mr;true
816;147.654;Gary;Gonzalez;Greg Coley;alvin@bradley.wf;true
817;124.291;Raymond;Cherry;Shannon McLean;dwight@roach.bn;true
818;15.577;Wendy;McKenzie;Leslie Erickson;betty@marsh.dk;true
819;12.165;Joanne;Hawley;Valerie Blackwell;geraldine@eason.tk;false
820;149.659;Jerome;Norman;Alice Roach;priscilla@kaplan.tv;false
821;155.077;Wesley;Ballard;Randall Hardin;claire@bowers.sa;false
822;112.082;Leah;English;Gary Davies;marlene@nolan.fr;false
823;168.865;Zachary;Middleton;Lisa Terrell;heather@baker.nc;true
824;152.286;Julia;Parks;Lee Fischer;barry@house.mm;false
825;154.563;Don;Pate;Ruth Roy;judy@hatcher.cy;false
826;166.616;Tracy;Bowman;Virginia Burnett;lucille@jiang.ro;false
827;184.804;Marc;Proctor;Leigh Bray;wesley@richards.sd;true
828;135.171;Eileen;Diaz;Glenn Sharma;gilbert@whitehead.bs;false
829;184.608;Martin;Eason;Cynthia Arnold;kay@padgett.edu;true
830;179.882;Oscar;Norman;Patricia Holland;william@burnett.aq;false
831;109.691;Edna;Francis;Chris Turner;erin@rich.kg;false
832;131.493;Hazel;Drake;Brett Bishop;tracey@park.np;false
833;188.529;Pat;Saunders;Helen McKinney;patricia@richardson.lt;false
834;168.815;Wesley;Abbott;Judy Whitaker;denise@barber.uz;false
835;148.713;Kristine;Rich;Dorothy Rubin;ronnie@cherry.tg;false
836;151.618;Lester;Fisher;Ernest Caldwell;steve@green.de;true
837;196.852;Mary;Little;Neil Boswell;evan@mclean.gn;false
838;168.758;Wade;Horn;Joel Mangum;marguerite@barton.ss;false
839;181.647;Harold;Green;Dana McCormick;helen@black.il;true
840;193.677;Caroline;Preston;Danny Curry;margaret@pierce.sz;false
841;165.016;Sherry;Reed;Oscar Olson;franklin@savage.nc;true
842;16.643;Louise;Norman;Brenda Blanchard;lee@russell.ie;true
843;142.081;Maria;Horne;Deborah Fox;robert@tilley.nl;false
844;19.749;Thomas;Smith;Glenda Ross;neal@atkins.nf;false
845;137.314;Gloria;Branch;Allison Schwartz;dianne@singh.mt;false
846;192.002;Hazel;Berger;Claire Barry;neal@thomas.tr;false
847;151.782;Ross;Webb;Audrey Thornton;gayle@duke.pa;true
848;159.007;Malcolm;Dalton;Elsie West;ronald@wolf.kw;false
849;190.589;Christy;Ellington;Audrey Duke;bradley@mitchell.gi;true
850;155.675;Yvonne;Barefoot;Milton Weeks;erin@kay.rw;true
851;144.912;Rebecca;Turner;Arnold McKay;marion@kelley.kz;false
852;117.275;Sara;Abbott;Frederick Foster;nina@holland.cd;true
853;152.182;Jacob;Ballard;Annie Frederick;phyllis@moon.ni;true
854;199.882;Henry;Scarborough;Jacob McLeod;henry@rosenthal.bt;false
855;153.257;Alfred;Frederick;Peter O;eileen@pittman.ps;false
856;120.615;Milton;Cooper;Connie Hawkins;crystal@gunter.ne;true
857;186.527;Annette;McCall;Stacy Whitley;bradley@hardy.cd;true
858;124.303;Lucille;Lowry;Jack James;vicki@heath.gp;false
859;106.487;Ronald;Hardy;Russell McIntosh;eric@lyons.gh;false
860;178.786;Lillian;Brown;Catherine Crane;jennifer@welch.bi;true
861;125.144;Barbara;Riley;Denise Golden;mary@aldridge.io;false
862;196.509;Joanne;Smith;Beth Adkins;gary@baker.tw;false
863;174.245;Ethel;Owens;Sandra Rich;christine@leach.bb;true
864;101.485;Sue;Gordon;Evelyn Pickett;kristine@conrad.fk;false
865;112.361;Lester;Chang;Miriam Bowman;eugene@house.ye;false
866;184.022;Randy;Golden;Shawn Langley;henry@singleton.cu;true
867;193.789;Joan;Sims;Brian Bender;leo@coble.ps;false
868;119.075;Tammy;Haynes;Veronica Vick;kevin@mccall.li;false
869;129.195;Becky;Tyler;Cheryl Petersen;lorraine@carver.do;true
870;19.624;Virginia;Huff;Eugene Gibbons;kay@chandler.mil;true
871;162.975;Marion;Chappell;Benjamin Cooke;michelle@moore.ps;false
872;135.958;Kim;Robinson;Wesley Crabtree;allison@scarborough.py;false
873;117.341;Annie;Hoover;Joseph James;malcolm@haynes.gf;true
874;127.165;Clyde;Hewitt;Anne Copeland;nicholas@padgett.au;true
875;172.166;Rick;Schroeder;Debra Gould;vickie@weiner.ke;true
876;196.615;Vickie;Black;Jenny McCall;richard@mccall.km;false
877;163.016;Albert;Vaughan;Ellen Koch;erin@humphrey.bs;true
878;112.408;Allison;Hardin;Hazel Davies;robyn@scott.tc;false
879;122.826;Neal;Lopez;Kimberly Stuart;james@cherry.ky;true
880;176.839;Dianne;Choi;Jason Hawley;kimberly@phillips.gn;false
881;115.743;Neal;McKenna;Sandy Cross;william@coates.sr;false
882;190.664;Marc;Cook;Lester Horne;dana@johnson.mc;true
883;181.214;Claire;Blum;Dennis Case;chris@james.cg;false
884;169.837;Tiffany;Quinn;Patricia House;rachel@livingston.ls;false
885;120.963;Mike;Love;Stacy Creech;jacob@kane.hu;false
886;150.712;Kathy;Kaplan;Jim Mayer;wanda@eason.mo;false
887;156.483;Marion;Cooke;Nina Morse;kathy@rose.aw;true
888;138.273;Brian;Olson;Kenneth Harrell;gilbert@reed.cz;true
889;145.612;Marian;Weiss;Luis Monroe;kyle@poole.lt;true
890;186.078;Gretchen;Alexander;Kerry Livingston;marlene@cox.re;false
891;165.952;Faye;Sellers;Virginia Glover;brooke@solomon.ph;false
892;104.713;Raymond;Davidson;Sue Weeks;vivian@stevenson.me;true
893;198.383;Natalie;Bray;Ben Phillips;vicki@chang.sr;false
894;141.465;Catherine;Bowers;Christina Li;shannon@chang.gm;true
895;155.043;Timothy;Burton;Derek Wall;chris@black.ug;false
896;177.623;Leah;Scott;Phyllis Hobbs;leigh@lopez.ng;false
897;10.57;William;Currie;Sharon King;lester@weiner.je;false
898;154.367;Dianne;Barber;Patricia Bradley;beth@bowman.al;false
899;12.301;Leon;Eason;Robyn Norman;kyle@sims.jm;false
900;126.224;Kimberly;Knowles;Hilda High;carlos@hanna.la;true
901;161.236;Audrey;Chandler;Barry Chung;curtis@cross.de;false
902;104.024;Alex;French;Charlene Schultz;charles@powers.mf;true
903;167.136;Floyd;Dunn;Leigh Kenney;hannah@carlton.fm;false
904;112.186;Nancy;Barton;Anna Herbert;lynda@anthony.tj;false
905;105.089;Elsie;Bruce;Kristin Rich;don@macdonald.kz;false
906;100.158;Jeremy;Snyder;Teresa Bender;sandra@bowman.lb;false
907;134.568;Jon;Butler;Theodore Fischer;beth@wilkerson.ao;false
908;182.939;Don;Lindsay;Emily Desai;megan@mann.ec;false
909;151.198;Penny;Hanna;Benjamin Brantley;luis@o.br;true
910;199.893;Marlene;Davies;Ashley Burnett;lester@aycock.sj;false
911;123.687;Judith;Walton;Jeanne Owen;zachary@denton.ru;false
912;193.685;Jose;Alexander;Miriam Huff;glenda@davies.co;true
913;195.692;Julian;Reid;Sandra Elmore;marion@middleton.nz;false
914;154.713;Karen;Rich;Calvin Robertson;crystal@lamb.no;false
915;140.161;Claire;Carey;Bonnie Gallagher;stanley@singleton.al;true
916;103.829;Chris;Sawyer;Patrick Knight;donna@berry.am;true
917;153.485;Lester;Garcia;Carole Singleton;jeremy@locklear.bf;true
918;168.755;Calvin;Horn;Melinda McLean;ashley@walter.ne;true
919;174.567;Sara;Copeland;Frederick Horn;jimmy@sullivan.tg;false
920;181.828;Melinda;Godwin;Natalie McIntyre;glen@nguyen.cf;true
921;126.353;Sue;Cobb;Gina Zhang;peter@mcleod.kh;true
922;176.213;Chris;Turner;Beth Desai;allen@branch.ao;true
923;175.888;Patrick;Ellis;Steven Johnston;julian@creech.fk;true
924;14.065;Jerome;Hodge;Ellen Jenkins;eugene@webb.bn;true
925;108.153;Stanley;Horne;Sarah Richmond;joanne@nixon.bd;false
926;117.292;Holly;Schwartz;Erin Weinstein;melinda@wu.gr;true
927;142.431;Rita;Pugh;Harvey Pittman;lynda@solomon.pg;true
928;191.106;Claire;Pritchard;Douglas Dickerson;holly@walton.es;false
929;189.109;Katie;Denton;Claude Tilley;george@glover.um;true
930;161.938;Justin;Livingston;Wanda Miles;stacy@schwartz.ve;true
931;118.966;Brooke;Davenport;Jane Weeks;patrick@paul.tt;false
932;116.642;Barbara;Berger;Eleanor Dickinson;walter@mcclure.mg;false
933;12.823;George;McIntosh;Carl Atkins;sara@ball.cl;false
934;178.074;Jack;McNamara;Theresa Bowden;philip@wu.in;false
935;135.669;Guy;Morgan;Pat Hardin;thomas@sullivan.gm;true
936;112.966;Greg;Braun;Leah Jennings;robert@o.zw;true
937;173.065;Randall;McCarthy;Ralph Vincent;lester@yates.mp;false
938;169.958;Don;Harris;Kyle Johnston;tammy@hines.at;false
939;106.229;Judith;Sanchez;Brett Barefoot;vincent@mcknight.dk;true
940;199.565;Diana;Bradshaw;Jason Tilley;arlene@singer.bd;false
941;153.867;Lois;Pritchard;Dean Garrett;priscilla@underwood.lt;true
942;148.361;Clyde;Kenney;Jeremy Nolan;kate@wilkerson.ar;true
943;187.835;Hazel;Diaz;Roberta Aycock;kathy@knight.cw;false
944;140.441;Constance;Murphy;Clara Walter;calvin@kay.ni;false
945;134.252;Guy;Bishop;Joanne Gallagher;ellen@desai.ao;false
946;183.836;Ronnie;Cherry;Dolores O;patrick@hawkins.sx;true
947;103.692;Milton;Olson;Donald Davidson;heidi@wiley.ht;false
948;133.117;Justin;Spivey;Julia Carlton;beth@kramer.mx;false
949;110.996;Ted;Sinclair;Don Abrams;melissa@barton.gov;false
950;143.257;Chris;Hendrix;Virginia Waller;douglas@sumner.com;true
951;164.576;Marian;Whitley;Harvey Beatty;greg@reilly.si;false
952;113.132;Clyde;Middleton;Sidney Bowers;cathy@ayers.ht;false
953;192.046;Leon;Stout;Herbert Fisher;betty@hall.aw;false
954;182.356;Peter;Haynes;Bob Cobb;jerome@lam.th;true
955;125.938;Louis;English;Rachel Garrett;hannah@vaughn.gov;false
956;156.423;Courtney;Hamrick;Glenda Hanson;robert@gibson.mil;false
957;156.804;Richard;Hensley;Henry Herbert;gloria@preston.tt;false
958;130.682;Rhonda;Lindsay;Faye Mayo;lloyd@hanna.km;true
959;133.713;Miriam;Brady;Glenda Schwartz;jenny@durham.hr;true
960;160.874;Harvey;Lucas;Brooke Horn;charlene@mckenzie.mm;false
961;129.058;Molly;Pitts;Christina Hill;marshall@shapiro.mh;true
962;17.38;Rita;Hunt;Ralph Knight;glenda@clarke.ee;false
963;119.996;Florence;Baldwin;Alfred Little;beth@godwin.aw;true
964;198.757;Robyn;Branch;Jill Ayers;constance@washington.hu;false
965;168.834;Maria;Olson;Marcia Rowe;beth@house.br;true
966;186.424;Dean;Ellington;Vivian Monroe;kim@robertson.yt;true
967;174.534;Phyllis;Dawson;William Wu;alex@sharpe.mg;true
968;173.298;Luis;McLaughlin;Marc Lutz;willie@schwartz.se;true
969;174.855;Jon;McKenna;Barbara Kelley;kara@song.ck;false
970;149.756;Allen;Sullivan;Kay Franklin;tamara@waller.org;false
971;11.734;Rita;Humphrey;Amy Bowles;william@o.bd;true
972;149.698;Wendy;Stone;Danny Moore;wade@harvey.it;true
973;183.542;Carl;Lamb;Janice McIntyre;kathy@starr.nz;false
974;158.338;Vincent;Walters;Marguerite Hendricks;frederick@wu.jo;true
975;162.493;Norman;Curtis;Roger Maynard;christina@willis.pk;false
976;139.307;Marian;Brady;Eddie Wrenn;vicki@burnett.mf;true
977;189.708;Danielle;Kirby;Theodore Bender;alice@norman.sr;true
978;103.202;Nelson;Tyson;Carl Padgett;gilbert@starr.mh;false
979;188.933;Heather;Tyler;Marcus Blackwell;sharon@nichols.ae;true
980;190.384;Keith;Lawson;Veronica Hobbs;paige@moon.tt;false
981;171.333;Lloyd;Case;Vanessa Arthur;jeanette@fletcher.kg;true
982;160.128;Melanie;Kern;Doris Horn;willie@frederick.mw;false
983;155.888;Leah;Crawford;Catherine Proctor;glen@mccall.im;true
984;190.641;Guy;Jennings;Vincent Ayers;holly@roy.ba;false
985;145.919;Ann;Mitchell;Faye Coleman;darlene@stuart.ai;false
986;130.591;Brooke;Christian;Lewis Curtis;robert@eason.ro;true
987;105.833;Willie;Erickson;Scott Johnston;patsy@singleton.ma;true
988;194.527;Barbara;Cooke;Calvin Casey;allen@bolton.sr;false
989;159.305;Lucille;Carroll;Clara Sellers;clara@boyette.gov;true
990;152.915;Karen;Lloyd;Lester Vick;samantha@hamrick.ph;false
991;179.763;Alison;Grossman;Allison Hicks;hazel@kirby.sa;true
992;112.559;Sandy;Hartman;Paige Nguyen;lynne@carroll.sb;true
993;179.402;Erica;Bowden;Meredith Haynes;louis@berger.gy;true
994;197.979;Joel;Reid;Kim Bowling;janet@pittman.za;true
995;186.349;Neal;Li;Pauline Summers;leo@stevenson.sn;true
996;184.972;Kay;McMahon;Jordan Nash;hannah@mcclure.pl;true
997;168.702;Marion;Solomon;Chris Maynard;alison@lamb.ir;false
998;128.825;Leslie;Stone;Ralph Gallagher;darlene@knight.ar;false
999;187.596;William;Francis;Chris Rubin;gayle@hester.sj;false
1000;131.316;Vickie;Casey;Priscilla Christensen;hazel@reid.ug;false
1001;176.748;Emma;Aldridge;Brooke Love;jeremy@richards.mg;false
1002;170.691;Milton;Carey;Becky Blackwell;randall@forrest.ru;true
1003;171.105;Heather;Floyd;Eileen Gonzalez;sara@king.np;true
1004;144.985;Marianne;Watts;Jan Fink;seth@mccall.com;false
1005;156.013;Gene;Sharpe;Elsie Brown;ted@bolton.mo;true
1006;143.808;Joshua;Mann;Neal Gonzalez;hannah@schultz.tc;false
1007;140.183;Rita;Morris;Kim Raynor;harriet@mckay.de;false
1008;155.613;Kristin;Henry;Darlene Lassiter;samantha@miles.dz;false
1009;180.151;Veronica;Kelly;Wayne Abrams;kent@middleton.md;false
1010;182.369;Leon;Smith;Melinda Joyce;emily@barry.kg;true
1011;153.059;Brenda;Creech;Veronica Fischer;tim@barbour.mil;false
1012;182.152;Jason;Cross;Katharine Proctor;carrie@wilkerson.mv;true
1013;148.658;Eleanor;MacDonald;Wendy McKenzie;marguerite@burnette.com;true
1014;110.902;Paul;Richards;Barry Gonzalez;joseph@johnson.gd;false
1015;101.573;Joan;May;Renee Conner;holly@willis.nz;false
1016;106.545;Christina;Richmond;Thomas Bowman;jeff@sharp.hk;true
1017;194.775;Sandra;Hatcher;Lillian Wolf;gretchen@harmon.gf;false
1018;187.945;Clara;May;Patsy Woods;gail@farmer.to;true
1019;154.393;Claire;Crane;Hazel Briggs;jeff@rice.lc;false
1020;119.478;Amanda;Carroll;Leslie Garrett;heather@cross.ie;false
1021;104.156;Justin;Chung;Evelyn Vick;christopher@livingston.edu;false
1022;187.214;Priscilla;Capps;Holly Vaughn;martha@thomas.ge;false
1023;118.747;Robin;Thomas;Tamara Gould;martin@boswell.mq;false
1024;114.509;Natalie;Kent;Marc Hardison;bradley@sutton.tl (changed from tp);true
1025;101.556;Darlene;Lowe;Vickie McNamara;leo@barton.me;true
1026;110.711;Janice;Berger;Peggy Boyette;lester@melton.vi;false
1027;102.916;Debra;Cook;Dawn Vaughan;wayne@hardin.gd;true
1028;182.261;Lee;McKenna;Lynn Snow;glen@reilly.vc;false
1029;135.431;Michele;Hicks;Brian Montgomery;patricia@marks.ht;false
1030;126.506;Jennifer;Sharp;Willie McKenzie;judy@cox.mz;false
1031;123.357;Jerome;Norton;Natalie Carlson;karen@bowling.nl;true
1032;139.159;Marsha;Waller;Cheryl Barrett;oscar@finch.mp;true
1033;124.449;Todd;McKenzie;Jessica Raynor;leroy@ross.np;true
1034;13.96;Leo;Willis;Kathy Monroe;jordan@kang.ar;true
1035;159.481;Christina;Hayes;Chris Hubbard;wendy@anthony.vc;true
1036;166.725;Jeanette;Bray;Rhonda Finch;paige@ritchie.im;false
1037;174.728;Bob;Capps;Vincent Pittman;patsy@beck.sn;false
1038;19.793;Tracy;Bowers;Betty Dunn;dean@braswell.um;false
1039;118.408;Brett;Field;Sherry Hood;peggy@mccall.li;false
1040;158.008;Luis;Chan;Amanda Lassiter;brandon@franklin.lv;true
1041;150.289;Gene;Wall;Wade Hardin;roberta@francis.tc;false
1042;116.966;Kerry;Stanton;Russell Frederick;scott@copeland.tr;false
1043;145.111;Laurence;Matthews;Luis Daly;lisa@garrett.mz;true
1044;128.215;Johnny;Sharma;Clyde Chung;george@pickett.va;true
1045;111.456;Bernard;Lutz;Ken McKenna;marguerite@blanchard.se;true
1046;131.909;Jack;Pitts;Ross Palmer;tracy@buckley.si;true
1047;188.305;Bernard;Reed;Evan Weiner;joseph@honeycutt.ml;true
1048;167.203;Marcia;Davies;Aaron Hanna;melissa@hess.dm;true
1049;159.985;Sandy;Cooke;Marc McCormick;judith@henson.bl;true
1050;106.058;Thelma;Davenport;Pauline Schultz;timothy@goldman.bg;false
1051;139.344;Brooke;Dalton;Samantha Ball;lynn@singh.ee;true
1052;193.113;Gayle;Singleton;Jordan Olsen;neal@roth.om;false
1053;108.802;Audrey;Fox;Sandra Desai;sherri@schultz.sy;true
1054;195.665;Darlene;Berman;Victor Buckley;neal@buckley.fk;false
1055;127.734;Jason;West;Courtney Moore;hazel@cherry.zw;true
1056;116.735;Jerome;Hinton;Doris Fox;geraldine@burnette.gm;true
1057;104.271;Harold;Cannon;Miriam Carey;barry@richardson.nz;false
1058;10.21;Anne;Barton;Penny Singleton;edgar@watts.zw;false
1059;195.664;Christopher;King;Don Bowden;martin@garrett.kh;false
1060;163.302;Christina;Bowman;Dan Stephens;douglas@gross.nl;false
1061;114.647;Christy;Schwartz;Diana Byers;mary@hensley.tl (changed from tp);true
1062;189.822;Bernard;Hewitt;Emily Phillips;neil@fox.bg;false
1063;133.099;Natalie;Liu;Anne Eason;peter@carey.mil;false
1064;159.497;Lynne;Bray;Jordan Li;leo@parsons.sg;false
1065;157.242;Jim;Terrell;Amanda Meadows;mike@gay.vi;true
1066;123.216;Arlene;Harper;Anna Capps;amy@vick.ng;false
1067;192.778;Nancy;Freedman;Samantha Kane;sidney@walter.iq;true
1068;121.166;Melinda;Puckett;Luis Connor;gene@haynes.ls;true
1069;135.104;Thomas;Kearney;Geraldine O;cynthia@stevens.eg;true
1070;191.215;Chris;Hobbs;Milton Brennan;annie@hayes.by;false
1071;121.791;Marian;Walton;Sherri Pridgen;frances@burke.ch;false
1072;186.558;Brenda;Hanna;Kim Hardy;barry@henry.ad;false
1073;120.863;Dawn;Lutz;Ben Wallace;dorothy@rosenthal.am;false
1074;123.907;Harry;Lucas;Michelle Bolton;samantha@chambers.sh;false
1075;170.775;Troy;Locklear;Lynda Nixon;florence@crane.rs;true
1076;156.846;Sue;Norman;Lee McMillan;alison@willis.ph;false
1077;181.624;Jordan;Butler;Leslie Curtis;jim@copeland.ug;true
1078;165.901;Randall;Haynes;Ruth Barry;sidney@bowles.tm;false
1079;126.433;Lori;Harrington;Barbara Love;paul@burnett.pn;false
1080;105.746;Bob;Vick;Gilbert McLean;bernice@west.ci;true
1081;156.595;Patsy;Gold;Alice Beatty;eric@desai.sh;true
1082;118.335;Brandon;Puckett;Dana Rosenthal;jesse@hinson.mg;true
1083;197.839;Claire;Rubin;Steve Henry;miriam@blair.sz;true
1084;165.114;Pat;Middleton;Anita Rogers;marcus@carey.ne;true
1085;15.631;Diana;Whitaker;Maria Davis;cheryl@goldman.hr;true
1086;121.227;Lynda;Olson;Jessica Drake;janet@blair.mil;true
1087;101.955;Annie;Lam;Jack Black;natalie@lynch.rs;false
1088;140.207;Regina;Olsen;Mark Siegel;jerome@waters.il;false
1089;162.451;Jordan;Bruce;Louise Harvey;wesley@francis.hu;true
1090;133.073;Shawn;Marks;Sherri Starr;beth@whitley.et;true
1091;160.499;Harold;Hill;Natalie Woodard;walter@fischer.mr;false
1092;175.422;Beth;Nolan;Kelly Weiner;william@snyder.cx;false
1093;145.736;Tim;Haynes;Betty Powers;catherine@o.cu;false
1094;166.428;Kenneth;Parsons;Tim Galloway;alice@hanson.zw;false
1095;185.625;Sandra;Wallace;Courtney Daniel;angela@hoover.py;false
1096;158.726;Charlotte;Chan;Alice Monroe;hugh@dalton.cy;false
1097;103.906;Stanley;Garcia;Henry Alexander;katherine@solomon.vu;true
1098;163.207;Frances;Hayes;Barry Sumner;toni@pugh.ng;false
1099;118.806;Sue;Harrington;Marshall Reilly;malcolm@mack.bf;true
1100;118.288;Jennifer;Padgett;Louise Anderson;gary@creech.ls;false
1101;138.232;Alison;Beatty;Ellen Bowling;theresa@bray.gf;true
1102;165.248;Gary;Singer;Stephen Cooper;gretchen@brock.nc;false
1103;135.695;Catherine;Neal;Florence Fitzpatrick;sherri@phillips.bo;true
1104;196.731;Frances;Wiley;Robert Kay;julie@donovan.af;false
1105;14.802;Sue;Fuller;Sue Francis;patrick@ross.sa;false
1106;134.331;Paige;Hill;Alex Erickson;frederick@steele.gr;false
1107;116.807;Claire;Branch;Priscilla Lutz;chris@moore.bi;true
1108;145.475;Miriam;McKay;Vivian Horn;elaine@chandler.ug;false
1109;136.247;Ashley;French;Lawrence McGuire;marion@barefoot.ve;false
1110;138.564;Lloyd;Olsen;Guy Norman;walter@bowles.ma;false
1111;130.861;Bradley;Hunt;Jan Freedman;frances@harper.tk;false
1112;138.863;Gary;Hoover;Judith Monroe;eileen@ellington.ch;true
1113;161.332;Peter;Schultz;Justin Mann;angela@brantley.gn;true
1114;117.409;Alexander;Brown;Cheryl Fitzpatrick;danielle@woodard.mu;true
1115;180.704;Julie;Bowling;Kay Hayes;julian@berg.mq;true
1116;142.741;Steve;Callahan;Sean Sinclair;lorraine@klein.vg;true
1117;142.137;Harold;McNeill;Leah Livingston;charlene@ross.to;true
1118;120.415;Charlene;Chen;Judith Brantley;hazel@may.ao;true
1119;180.985;Hilda;Burnette;Vincent Middleton;karl@dodson.sv;false
1120;114.447;Jean;Sherrill;Neal Casey;sharon@goldman.ps;true
1121;108.983;Angela;Nguyen;Ann Nixon;emily@reilly.hk;true
1122;196.598;Janet;Barr;Allan Levine;leo@pitts.lk;true
1123;179.462;Diana;Hardy;Stacy Russell;randall@mcleod.gf;false
1124;14.391;Marian;Case;Marianne Barefoot;joan@shapiro.au;false
1125;115.261;Marsha;Newton;Sidney Cannon;gene@ellis.wf;true
1126;116.418;Lynn;Murphy;Eileen Sherrill;tim@kenney.sr;false
1127;12.454;Milton;Pope;Joanne Barber;donna@hess.bf;true
1128;100.719;Lillian;Hill;Lester Callahan;luis@lucas.al;false
1129;149.774;Jordan;Riley;Yvonne Moser;theresa@o.tt;false
1130;124.978;Clara;Pitts;Harriet Grossman;ian@gilbert.cd;false
1131;11.64;Lloyd;Solomon;George Carver;edgar@russell.bb;false
1132;106.758;Rebecca;Pearson;Darlene Branch;joel@holmes.bw;false
1133;170.309;Lucille;Copeland;Barry Turner;ashley@barefoot.mw;false
1134;140.767;Kim;Hernandez;Alicia Burgess;stacy@donovan.tn;true
1135;106.806;Dorothy;Rosenthal;Miriam Haynes;joann@britt.nc;false
1136;106.384;Sandra;Hendrix;Matthew Casey;raymond@hawley.bo;true
1137;186.212;Geoffrey;Stanton;Benjamin Godfrey;courtney@fletcher.mz;true
1138;140.513;Rita;Stuart;Cathy Wang;timothy@harrell.al;false
1139;149.732;Vincent;Singer;Linda Sherrill;mark@tilley.dj;false
1140;163.906;Kim;Lynch;Kimberly Stephens;erin@miles.sx;true
1141;126.115;Judith;Rosenberg;Catherine Fink;clifford@upchurch.cv;true
1142;109.997;Elaine;Sutherland;Robert Griffin;claire@underwood.lv;true
1143;166.149;Dianne;Solomon;Audrey O;don@dickerson.id;true
1144;168.021;Sue;Goldman;Karen Morgan;regina@davies.com;false
1145;115.503;Janet;Sharpe;Elsie Walton;jordan@bowman.tz;false
1146;11.859;Christian;Callahan;Judith Pate;thelma@lucas.ao;false
1147;132.634;Gladys;Hanson;Wade Christian;marlene@waller.sk;false
1148;147.729;Chris;Watson;Jack Herbert;colleen@wolf.lr;true
1149;182.769;Frances;Brantley;Marion Davenport;kristen@lowe.mt;false
1150;174.641;Eugene;Scarborough;Danny Boyd;leigh@lowry.bn;true
1151;134.386;Eva;Warren;Janet Glover;christopher@kaplan.wf;false
1152;107.659;Sherry;Grossman;Rose Ballard;julie@dickerson.eg;true
